,Title,URL,Address,Description,Class
3894,6am-6pm,https://newyork.craigslist.org/que/kid/d/6am-6pm/6314204188.html,"infants, tods, preschool","
        
Hi good day thank you for you interest
License daycare enrolling 
If you are ready to work with a daycare that help bring your child success, call us today and let us help your family. 
Kids age 6 weeks and up welcome
Call today 
Large outdoor playground 
Trained professionals
Cpr 1st aid certified
Great teacher student ratio
free healthy meals and snacks
clean and spacious daycare
potty training
abc's
123's
colors shapes and days of the week
moving up and graduation ceremony for kids
kids wear uniform and daycare staff
college educated staff 
theme days
birthday parties
infant
preschool
and toddlers program
Affordable tuition
Call daycare office 
 
 call between 8am-8pm leave a message of we are unavailable.    ",
3896,Open every Saturday 6am-12midnight,https://newyork.craigslist.org/mnh/kid/d/open-every-saturday-6am/6314200787.html,All ages Enroll Now & Save,"
        
fresh and Homemade Foods served daily 
Our day care is family owned and operated. 

We strive everyday to provide the best quality care and education for all of the children enrolled. 
located south ozone park Near A,J train stop 111st on both trains 11420 zip code
call for more information or for any questions and concerns 
 
 cal between 8am-8pm leave a detail message if we are unavailable 


infants program
toddler program
evening.overnight,weekend, all ages 6 weeks and up 
after-school program
summer program 
preschool program 
weekend care 
earlier or later hours available 

Since the first day that we opened our doors we have been striving to provide peace of mind and security to all of our day care families, so that they may work without a worry. 


Our staff is constantly attending classes, workshops, training and conferences so that we may stay updated on the newest early childhood information and practices.    ",
3897,!!Bring Your Child 4 a Trial,https://newyork.craigslist.org/que/kid/d/bring-your-child-4-trial/6314206062.html,Are u looking to enroll in a daycare??,"
        
hi good day parents are you interested in enrolling and finding a daycare for you and your family?
let us help 
This a program we created to help children transition smoothly into daycare. 
Hours of operation: open 24/7
Location: South ozone park near a or J train 
Accepting ages: 6 weeks- and up 
Affordable tuition for all parents 
Daycare office- 
 
 call between 9am-7pm leave a detail message if we are unavailable mention trail. 

Visit our website or facebook page you call daycare office and information will be provided to you.
*abc's
*preschool program
*toddler program
*infant program 
*summer program 
*123's
*potty training
*weekend
*evening
*overnight 
*drop-in care 
*emergency care
*arts & craft 
*dramatic play 
*large outdoor playground 

We have many trails for parents to choose from pick any day between monday-sunday 
1 hour trail 
2 hour trail 
3 hour trials available and longer hours if needed 
Bring your precious prince or princess and join our daycare family.
call us today so we can answer all questions and concerns    ",
3905,BROOKLYN DAYCARE & AFTER SCHOOL,https://newyork.craigslist.org/brk/kid/d/brooklyn-daycare-after-school/6314297752.html,BROOKLYN,"
        
CLICK HERE TO PLAY  PROMO >>>>

    ",
3907,Responsible mature babysitter,https://newyork.craigslist.org/wch/kid/d/responsible-mature-babysitter/6314312225.html,,"
        
Hi,

Looking for a night out or a sitter for the weekend? email me.

I am responsible, mature, and I also have 7 years experience working with children with special needs.

I am educated and work in the social services field, as my day job. I have a reliable vehicle, can do light cooking and cleaning.

Available to work in Manhattan, Riverdale Bronx, Westchester county and lower Connecticut.    ",
3913,Babysitter / Nanny Seeks Great Family,https://newyork.craigslist.org/jsy/kid/d/babysitter-nanny-seeks-great/6314352855.html,nannies,"
        
Excellent nannies and babysitters looking for jobs with great families. Look and contact candidates for free.
    ",
3932,"available for babysitting,house cleaning or elder care",https://newyork.craigslist.org/stn/kid/d/available-for/6314388849.html,etlinngville,"
        
My name is Ashleigh i am a 30yr old mom looking for some work in the eltingville area i am available for babysitting,summer care,elder care or house cleaning mon-fri day and or school hours 8-2 the eltingville area from my house 7am-6pm i am also available for summer care and have experience with children with special needs and the elderly if needed please contact me at 
 
 serious inquires only no scammers please    ",
3937,CHILD CARE PROVIDED IN A LOVING SAFE ENVIROMENT,https://newyork.craigslist.org/brx/kid/d/child-care-provided-in-loving/6307394574.html,BRONX,"
        
MONDAY-FRIDAY 8AM -6PM  (ALL VOUCHERS ACCEPTED AT THE MOMENT) ALSO ACCEPTING OVERNIGHT

My name is Diana.. I am a responsible,reliable,energetic and trustworthy child care provider.I have 8 years experience in caring for children.I have two girls of my own 12 and 9 years old.

I have lots of patience for kids.

I am fully bilingual: ENGLISH AND SPANISH.

I am available to drop and pick up kids in the east tremont area,(SCHOOL P.S.6. WEST FARMS SCHOOL
I provide my services only at my home located in the east tremont area.(10460).


I accept children from 1-7 years old.



FEEL FREE TO CONTACT ME@ON 
 


    ",
3944,BABYSITTER NEEDED FOR THE SUMMER MONTHS,https://newyork.craigslist.org/mnh/kid/d/babysitter-needed-for-the/6314458001.html,Downtown,"
        
PLEASE READ ENTIRE AD BEFORE RESPONDING. THANK YOY.LOOKING FOR A TRUST WORTHY AND DEPENDABLE BABYSITTER FOR 2018 SUMMER MONTHS. LOOKING FOR SOMEONE THAT WANTS LONG TERM. MUST HAVE A CURRENT RESUME AND IDENTIFUCATION. ADDRESSES MUST MATCH. PAY WILL BE DISCUSSED ONCE U CONTACT ME. MY SON IS 11 AND WE LIVE DOWNTOWN MANHATTAN. BABYSITTING WULL BE DONW IN MY HOME. IF INTERESTED GIVE ME A CALL I WOULD PREFER IF U CALL AND NOT TEXT. THANKS
MY NUMBER IS 
 
    ",
3954,Loving nanny with years of experience and CPR training,https://newyork.craigslist.org/mnh/kid/d/loving-nanny-with-years-of/6314482012.html,Brooklyn,"
        



Dear Sir/Madam:

My name is Kenisia Facey, 33 years of age and of Jamaican nationality. I am legal to work and travel in and outside the United State. I also possess a N.Y State driver's license.
I am also CPR certified for infants children and adults.

I am seeking a Full-time Nanny position. 

I am a responsible, capable, reliable, non-smoking, energetic and self-motivated individual. I really enjoy working with children as their simple approach to everyday life intrigues me and offers me a chance to learn from them. I take my responsibilities very seriously and assure you of my honesty and integrity.

For over 8 years I have worked as a nanny. I have particular experience with newborns to 14 years of age and with multiple sets of twins. I have cared for children with special needs, medical conditions and food allergies. I also understand Jewish Dietary Laws and believe that my experience would make me a suitable applicant for the available vacancy. 
I hope you find my application of interest and I would be pleased to attend an interview at your convenience.

References are available on request. 

Yours sincerely

Kenisia Facey





    ",
3970,Help for mothers who feel overwhelmed,https://newyork.craigslist.org/brx/kid/d/help-for-mothers-who-feel/6314513706.html,Bronx,"
        
Help for mothers who feel overwhelmed 

Hello I know you feel overwhelmed. Working & taking care of kids, you find yourself often anxious and worried. You feel as if there's not enough hours in the day to get it all done. Between the demands at work to the demands at home there's never any time for you. Yet you see some moms who seem to have it all the together the Martha stwarts of the world. How the heck do these women do it. Well it starts with a community of help. I want to start just such a community and I want to help mothers like myself figure out how to be their best selves. I'm on a journey of growth and finding happiness. I would love to help others get on their own journies. This may start small who knows if anyone will join in but, if you want help I'm here to offer it for free no money needed all you need to bring is just a willingness to except help and stay positive in your heart. If you're interested follow the link below to Join SUM Society Uplifting Mothers 

    ",
4013,"Preschool, Pre-K, Toddler, & Infant Enrollment",https://newyork.craigslist.org/fct/kid/d/preschool-pre-toddler-infant/6314803953.html,Stratford,"
        
FALL ENROLLMENT IS NOW OPEN

2 Convenient locations in Stratford, Connecticut,

At Creative Starts Learning Centers we strive to provide a healthy and safe environment that allows children to grow and learn through a variety of physical, social, emotional and intellectual activities. We provide care for children 6 weeks to 12 years old with individual programs for infants, toddlers, preschool, pre-k and before/after school. Our wonderful group of teachers are trained in First Aid, CPR, and to administer medication. 

SCHEDULE A TOUR TODAY!    ",
